Posição,Número,Nome,Nacionalidade,Altura,Nascimento,Team,Valor de Mercado,player_id
Defender,32,Nahuel Ferraresi,VEN,188.0,19/11/1998,Sao Paulo,4.2,https://www.sofascore.com/football/player/nahuel-ferraresi/881215
Defender,18,Wendell,BRA,176.0,20/07/1993,Sao Paulo,2.7,https://www.sofascore.com/football/player/wendell/335033
Defender,28,Alan Franco,ARG,183.0,11/10/1996,Sao Paulo,4.2,https://www.sofascore.com/football/player/alan-franco/875402
Defender,13,Enzo Díaz,ARG,175.0,07/12/1995,Sao Paulo,2.4,https://www.sofascore.com/football/player/enzo-diaz/932937
Defender,2,Rafael Tolói,ITA,185.0,10/10/1990,Sao Paulo,0.0,https://www.sofascore.com/football/player/rafael-toloi/82943
Defender,35,Sabino,BRA,185.0,25/10/1996,Sao Paulo,0.825,https://www.sofascore.com/football/player/sabino/975118
Defender,42,Maik,BRA,175.0,03/01/2005,Sao Paulo,1.9,https://www.sofascore.com/football/player/maik/2035326
Defender,2,Igor Teixeira Felisberto,BRA,175.0,07/03/2007,Sao Paulo,0.0,https://www.sofascore.com/football/player/igor-teixeira-felisberto/1631911
Defender,5,Dória,BRA,188.0,08/11/1994,Sao Paulo,1.6,https://www.sofascore.com/football/player/doria/243155
Defender,56,Nicolas Bosshardt,BRA,176.0,08/04/2007,Sao Paulo,0.0,https://www.sofascore.com/football/player/nicolas-bosshardt/1892395
Goalkeeper,23,Rafael,BRA,192.0,23/06/1989,Sao Paulo,0.37,https://www.sofascore.com/football/player/rafael/33132
Goalkeeper,50,Young,BRA,201.0,07/03/2002,Sao Paulo,0.105,https://www.sofascore.com/football/player/young/1116957
Goalkeeper,31,Carlos Coronel,PAR,190.0,29/12/1996,Sao Paulo,1.4,https://www.sofascore.com/football/player/carlos-coronel/800150
Goalkeeper,52,Felipe Gabriel Preis,BRA,187.0,19/11/2005,Sao Paulo,0.0,https://www.sofascore.com/football/player/felipe-gabriel-preis/1631898
Forward,-,Yannick Bolasie,COD,185.0,24/05/1989,Chapecoense,0.0,https://www.sofascore.com/football/player/yannick-bolasie/46620
Forward,10,Giovanni Augusto,BRA,177.0,05/09/1989,Chapecoense,0.19,https://www.sofascore.com/football/player/giovanni-augusto/82680
Forward,18,Neto Pessoa,BRA,181.0,16/05/1994,Chapecoense,0.325,https://www.sofascore.com/football/player/neto-pessoa/992025
Forward,9,Perotti,BRA,185.0,22/11/1997,Chapecoense,0.62,https://www.sofascore.com/football/player/perotti/840076
Forward,90,Mailson,BRA,178.0,11/05/2003,Chapecoense,0.185,https://www.sofascore.com/football/player/mailson/1652653
Midfielder,27,Camilo,BRA,176.0,23/02/1999,Chapecoense,1.3,https://www.sofascore.com/football/player/camilo/975319
Midfielder,8,Robert Santos,BRA,180.0,20/07/2003,Chapecoense,0.052,https://www.sofascore.com/football/player/robert-santos/1650085
Midfielder,20,Jean Carlos,BRA,178.0,15/02/1992,Chapecoense,0.049,https://www.sofascore.com/football/player/jean-carlos/850475
Midfielder,97,Ênio,BRA,168.0,03/03/2001,Chapecoense,0.88,https://www.sofascore.com/football/player/enio/1015935
Midfielder,22,Higor Meritão,BRA,186.0,23/06/1994,Chapecoense,0.87,https://www.sofascore.com/football/player/higor-meritao/973845
Midfielder,7,Marcinho,BRA,176.0,08/06/1995,Chapecoense,0.485,https://www.sofascore.com/football/player/marcinho/870329
Midfielder,5,João Vitor,BRA,177.0,31/03/1998,Chapecoense,0.047,https://www.sofascore.com/football/player/joao-vitor/1465222
Midfielder,99,Rafael Carvalheira,BRA,176.0,26/05/1999,Chapecoense,1.4,https://www.sofascore.com/football/player/rafael-carvalheira/1120738
Midfielder,16,Bruno Matias,BRA,173.0,24/02/1999,Chapecoense,0.0,https://www.sofascore.com/football/player/bruno-matias/924131
Midfielder,77,Italo,BRA,190.0,13/10/2002,Chapecoense,0.57,https://www.sofascore.com/football/player/italo/1546812
Midfielder,70,Rubens Tadeu,BRA,,28/03/2003,Chapecoense,0.097,https://www.sofascore.com/football/player/rubens-tadeu/1470928
Midfielder,5,Jorge Roa Jiménez,PAR,181.0,27/02/1993,Chapecoense,0.047,https://www.sofascore.com/football/player/jorge-roa-jimenez/877571
Midfielder,30,Thomás,BRA,179.0,24/02/1993,Chapecoense,0.185,https://www.sofascore.com/football/player/thomas/221212
Midfielder,8,Marlon,BRA,185.0,20/08/1997,Chapecoense,0.052,https://www.sofascore.com/football/player/marlon/1105832
Midfielder,19,David Antunes da Silva,BRA,178.0,17/08/2005,Chapecoense,0.21,https://www.sofascore.com/football/player/david-antunes/2083032
Defender,6,Bruno Pacheco,BRA,174.0,08/12/1991,Chapecoense,0.0,https://www.sofascore.com/football/player/bruno-pacheco/870691
Defender,15,Rafael Thyere,BRA,190.0,17/05/1993,Chapecoense,0.0,https://www.sofascore.com/football/player/rafael-thyere/354894
Defender,37,Walter Clar,PAR,180.0,27/09/1994,Chapecoense,0.515,https://www.sofascore.com/football/player/walter-clar/846362
Defender,14,Bressan,BRA,185.0,14/01/1993,Chapecoense,0.24,https://www.sofascore.com/football/player/bressan/312114
Defender,2,Marcos Vinícius,BRA,175.0,26/03/1997,Chapecoense,0.38,https://www.sofascore.com/football/player/marcos-vinicius/942054
Defender,3,Eduardo Doma,BRA,186.0,29/08/1998,Chapecoense,0.65,https://www.sofascore.com/football/player/eduardo-doma/1122967
Defender,33,Bruno Leonardo,BRA,187.0,02/06/1996,Chapecoense,0.385,https://www.sofascore.com/football/player/bruno-leonardo/840280
Defender,6,Mancha,BRA,178.0,13/02/2001,Chapecoense,0.0,https://www.sofascore.com/football/player/mancha/1108007
Defender,32,Jhonnathan,BRA,185.0,04/03/2001,Chapecoense,0.265,https://www.sofascore.com/football/player/jhonnathan/1067637
Defender,20,Gustavo Talles,BRA,177.0,14/07/2003,Chapecoense,0.049,https://www.sofascore.com/football/player/gustavo-talles/1473223
Defender,25,Victor Caetano,BRA,186.0,19/10/1997,Chapecoense,0.535,https://www.sofascore.com/football/player/victor-caetano/863292
Defender,4,João Paulo,BRA,187.0,04/07/1997,Chapecoense,0.465,https://www.sofascore.com/football/player/joao-paulo/1019157
Defender,26,Everton,BRA,181.0,01/04/1995,Chapecoense,0.285,https://www.sofascore.com/football/player/everton/1105058
Defender,15,Arthur Vanzela,BRA,180.0,08/06/2003,Chapecoense,0.0,https://www.sofascore.com/football/player/arthur-vanzela/1167080
Defender,21,Kauan Faria Gomes,BRA,191.0,07/04/2003,Chapecoense,0.0,https://www.sofascore.com/football/player/kauan-faria-gomes/1588001
Defender,6,Mancha,-,,-,Chapecoense,0.0,https://www.sofascore.com/football/player/mancha/1125766
Defender,-,Arthur Lanzarin,-,,-,Chapecoense,0.0,https://www.sofascore.com/football/player/lanzarin-arthur/1167074
Defender,16,Carlos Eduardo Galvao Pires,BRA,,07/01/2005,Chapecoense,0.0,https://www.sofascore.com/football/player/carlos-eduardo-galvao-pires/1915450
Goalkeeper,12,Anderson,BRA,190.0,05/03/1998,Chapecoense,0.054,https://www.sofascore.com/football/player/anderson/942061
Goalkeeper,1,Rafael Santos,BRA,191.0,14/03/1989,Chapecoense,0.097,https://www.sofascore.com/football/player/rafael-santos/108480
Goalkeeper,12,Léo Vieira,BRA,193.0,22/09/1990,Chapecoense,0.054,https://www.sofascore.com/football/player/leo-vieira/166279
